EPOCH,Time Consumed,Total Frames,Running_Average_Rewards,Train_Epoch_Reward,Running_Training_Average_Rewards,Explore_Time,Train___Time,Eval____Time,button-press-topdown-v1_success_rate,button-press-topdown-v1_eval_rewards,door-v1_success_rate,door-v1_eval_rewards,drawer-close-v1_success_rate,drawer-close-v1_eval_rewards,drawer-open-v1_success_rate,drawer-open-v1_eval_rewards,ped-insert-side-v1_success_rate,ped-insert-side-v1_eval_rewards,pick-place-v1_success_rate,pick-place-v1_eval_rewards,push-v1_success_rate,push-v1_eval_rewards,reach-v1_success_rate,reach-v1_eval_rewards,window-close-v1_success_rate,window-close-v1_eval_rewards,window-open-v1_success_rate,window-open-v1_eval_rewards,mean_success_rate,Reward_Mean_Mean,Reward_Mean_Std,Reward_Mean_Max,Reward_Mean_Min,alpha_0_Mean,alpha_0_Std,alpha_0_Max,alpha_0_Min,alpha_1_Mean,alpha_1_Std,alpha_1_Max,alpha_1_Min,alpha_2_Mean,alpha_2_Std,alpha_2_Max,alpha_2_Min,alpha_3_Mean,alpha_3_Std,alpha_3_Max,alpha_3_Min,alpha_4_Mean,alpha_4_Std,alpha_4_Max,alpha_4_Min,alpha_5_Mean,alpha_5_Std,alpha_5_Max,alpha_5_Min,alpha_6_Mean,alpha_6_Std,alpha_6_Max,alpha_6_Min,alpha_7_Mean,alpha_7_Std,alpha_7_Max,alpha_7_Min,alpha_8_Mean,alpha_8_Std,alpha_8_Max,alpha_8_Min,alpha_9_Mean,alpha_9_Std,alpha_9_Max,alpha_9_Min,Alpha_loss_Mean,Alpha_loss_Std,Alpha_loss_Max,Alpha_loss_Min,Training/policy_loss_Mean,Training/policy_loss_Std,Training/policy_loss_Max,Training/policy_loss_Min,Training/qf1_loss_Mean,Training/qf1_loss_Std,Training/qf1_loss_Max,Training/qf1_loss_Min,Training/qf2_loss_Mean,Training/qf2_loss_Std,Training/qf2_loss_Max,Training/qf2_loss_Min,Training/pf_norm_Mean,Training/pf_norm_Std,Training/pf_norm_Max,Training/pf_norm_Min,Training/qf1_norm_Mean,Training/qf1_norm_Std,Training/qf1_norm_Max,Training/qf1_norm_Min,Training/qf2_norm_Mean,Training/qf2_norm_Std,Training/qf2_norm_Max,Training/qf2_norm_Min,log_std/mean_Mean,log_std/mean_Std,log_std/mean_Max,log_std/mean_Min,log_std/std_Mean,log_std/std_Std,log_std/std_Max,log_std/std_Min,log_std/max_Mean,log_std/max_Std,log_std/max_Max,log_std/max_Min,log_std/min_Mean,log_std/min_Std,log_std/min_Max,log_std/min_Min,log_prob_0_Mean,log_prob_0_Std,log_prob_0_Max,log_prob_0_Min,log_prob_1_Mean,log_prob_1_Std,log_prob_1_Max,log_prob_1_Min,log_prob_2_Mean,log_prob_2_Std,log_prob_2_Max,log_prob_2_Min,log_prob_3_Mean,log_prob_3_Std,log_prob_3_Max,log_prob_3_Min,log_prob_4_Mean,log_prob_4_Std,log_prob_4_Max,log_prob_4_Min,log_prob_5_Mean,log_prob_5_Std,log_prob_5_Max,log_prob_5_Min,log_prob_6_Mean,log_prob_6_Std,log_prob_6_Max,log_prob_6_Min,log_prob_7_Mean,log_prob_7_Std,log_prob_7_Max,log_prob_7_Min,log_prob_8_Mean,log_prob_8_Std,log_prob_8_Max,log_prob_8_Min,log_prob_9_Mean,log_prob_9_Std,log_prob_9_Max,log_prob_9_Min,log_probs/mean_Mean,log_probs/mean_Std,log_probs/mean_Max,log_probs/mean_Min,log_probs/std_Mean,log_probs/std_Std,log_probs/std_Max,log_probs/std_Min,log_probs/max_Mean,log_probs/max_Std,log_probs/max_Max,log_probs/max_Min,log_probs/min_Mean,log_probs/min_Std,log_probs/min_Max,log_probs/min_Min,mean/mean_Mean,mean/mean_Std,mean/mean_Max,mean/mean_Min,mean/std_Mean,mean/std_Std,mean/std_Max,mean/std_Min,mean/max_Mean,mean/max_Std,mean/max_Max,mean/max_Min,mean/min_Mean,mean/min_Std,mean/min_Max,mean/min_Min
350,8.460856199264526,742000,32152.79555,401433.75335,45251.28817,0.03682,8.42050,0.00348,0.00000,44943.38391,0.00000,-78.60968,1.00000,-25.83331,0.00000,-49.18212,0.00000,-69.96278,0.00000,-90.90081,0.00000,1999.40232,1.00000,274932.31999,0.00000,-22.55143,0.00000,-10.11061,0.20000,153.60636,8.76914,174.62901,126.18835,22.10405,0.13574,22.32615,21.88455,0.15776,0.00174,0.16117,0.15588,0.03590,0.00013,0.03624,0.03571,0.02377,0.00014,0.02408,0.02360,0.03145,0.00015,0.03175,0.03126,0.06421,0.00031,0.06468,0.06380,10.16774,0.03271,10.21419,10.10954,0.02613,0.00029,0.02672,0.02573,0.23854,0.00077,0.24030,0.23722,0.06684,0.00044,0.06795,0.06644,-0.20800,0.89583,1.87102,-2.69994,-20637.07629,529.13122,-19134.27539,-21794.10742,295472.71457,494380.22148,5017809.00000,103530.01562,326253.83477,506782.87805,4970940.00000,118668.21094,1019.91340,462.53354,3733.63013,263.65237,57107231.24000,20630585.30784,133325384.00000,23820450.00000,71188496.77000,28170495.84790,225573920.00000,25650610.00000,-1.02962,0.01832,-0.97023,-1.07662,0.43302,0.01183,0.46764,0.40603,0.57228,0.42030,2.00000,0.03089,-3.10087,0.43350,-2.45296,-6.60912,3.76876,0.50065,5.13979,2.58048,3.63915,0.94594,6.48345,1.89820,3.91827,0.55766,5.57516,2.39347,3.88740,0.38416,5.10303,2.84918,4.12022,0.56056,5.76333,2.65783,3.98065,0.60180,5.23763,2.42933,4.10155,0.58445,5.66159,2.47050,3.46108,0.58813,4.99504,2.19455,3.94284,0.57065,5.39536,2.57818,4.17352,0.57048,5.97266,3.06950,3.89934,0.31915,4.69791,3.22151,3.65777,0.11614,4.03166,3.39752,22.13854,6.34237,49.86814,15.51050,-6.22048,1.20797,-4.01493,-10.14375,-0.11592,0.04667,-0.02277,-0.24166,1.39498,0.05110,1.58235,1.28476,5.46073,3.95411,31.37003,3.70474,-5.20054,3.30939,-3.70572,-26.61962
351,8.20660948753357,744000,35124.52667,438805.15675,30413.84738,0.01586,8.18663,0.00404,0.00000,51098.04929,0.00000,-75.03239,0.00000,-40.19234,0.00000,-24.59220,0.00000,-66.28213,0.00000,-82.93969,0.00000,-15.08504,1.00000,298116.06605,0.00000,-20.47151,0.00000,2355.74661,0.10000,152.92275,8.76667,175.38182,130.93332,21.70433,0.14275,21.93075,21.50132,0.16059,0.00206,0.16339,0.15753,0.03661,0.00037,0.03712,0.03585,0.02420,0.00025,0.02463,0.02368,0.03276,0.00060,0.03385,0.03176,0.06545,0.00066,0.06647,0.06461,10.22835,0.04576,10.32633,10.17009,0.02577,0.00010,0.02588,0.02555,0.24172,0.00188,0.24418,0.23906,0.06804,0.00024,0.06842,0.06759,0.73217,0.94317,3.80573,-1.04215,-20694.07105,511.69249,-19326.13477,-21990.75000,249107.93375,145453.64318,1669460.00000,98943.04688,286910.75027,172857.05723,1703725.62500,106032.64844,1015.08245,577.04480,4201.62891,280.85669,56489403.15000,20698739.82835,149222032.00000,17908636.00000,69869155.33000,28187500.67866,160298528.00000,18733260.00000,-1.05980,0.02835,-0.99684,-1.14882,0.43546,0.01136,0.46567,0.40829,0.45506,0.29952,2.00000,0.05771,-3.03484,0.24794,-2.48392,-3.76123,3.86414,0.63602,5.43093,2.48610,4.44348,0.86639,7.02607,2.62951,4.37171,0.59334,5.84877,2.86858,4.30415,0.36480,5.08688,3.48365,4.68983,0.69153,6.50426,3.16641,4.41580,0.79450,6.96449,3.16918,4.11827,0.67828,5.87388,2.49205,4.02558,0.68216,5.89990,2.51454,4.18567,0.54497,5.65181,2.52142,4.05409,0.49380,5.41175,2.86008,4.24727,0.42517,5.46104,3.44689,3.73817,0.17575,4.31081,3.27598,21.07483,4.58807,54.79256,14.97602,-6.50866,1.46543,-3.77989,-12.93605,-0.12916,0.05098,-0.01020,-0.28245,1.43182,0.06470,1.59692,1.32462,4.82508,2.73624,36.66974,3.46609,-4.72171,1.86568,-3.56876,-22.42858
352,8.438590049743652,746000,41714.52585,383931.49098,30567.68502,0.00682,8.42750,0.00420,0.33333,125467.02878,0.00000,-74.07412,0.00000,-11.24954,0.00000,-31.58468,0.00000,-66.81882,0.00000,-82.32326,0.00000,-20.31655,1.00000,289664.37753,0.00000,-18.88828,0.00000,2319.10744,0.13333,154.41961,8.55993,174.59393,135.46750,21.75716,0.15430,22.13042,21.55849,0.16389,0.00276,0.16958,0.16113,0.03759,0.00021,0.03783,0.03711,0.02526,0.00050,0.02629,0.02462,0.03417,0.00025,0.03467,0.03386,0.06742,0.00065,0.06883,0.06648,10.36366,0.02831,10.43150,10.31676,0.02601,0.00011,0.02615,0.02579,0.24279,0.00102,0.24508,0.24111,0.06949,0.00077,0.07130,0.06843,0.69950,0.65699,2.54776,-0.99776,-20752.44734,530.07072,-19154.26367,-21988.00977,249759.85223,128870.43924,1588366.12500,101991.94531,246384.33094,129684.46779,1612265.37500,114292.92969,1053.80432,512.55208,4794.97949,350.14316,57515451.60000,20555749.54519,145491824.00000,22130224.00000,55590252.40000,19972771.66250,132926488.00000,19855302.00000,-1.03911,0.02215,-0.98210,-1.09606,0.45919,0.01826,0.51805,0.41970,0.45083,0.33515,2.00000,0.09132,-3.26125,1.24289,-2.64054,-20.00000,4.30631,0.84605,7.08308,2.18039,4.76096,1.01406,6.92689,2.89413,4.21128,0.49660,5.72354,2.93912,4.57410,0.46222,6.09991,3.55366,4.27153,0.44273,5.46339,3.16659,4.47082,0.50101,5.70955,3.40433,4.10963,0.63885,6.09436,2.18557,4.13449,0.56175,5.47693,2.92403,4.09839,0.53046,5.53197,2.71586,4.45263,0.72560,6.38854,2.38633,4.33901,0.29585,5.07531,3.59540,3.82983,0.12646,4.17702,3.47593,22.27224,5.45086,65.10918,16.21541,-6.55145,1.44987,-3.75942,-14.28623,-0.10708,0.09132,0.08028,-0.38541,1.48185,0.31419,5.86632,1.34355,6.09515,17.07674,244.66710,3.59908,-5.99018,16.29345,-3.66657,-233.89809
353,8.1238374710083,748000,43674.74415,624504.02214,46787.45242,0.11220,8.00746,0.00412,0.66667,144742.95381,0.00000,-74.35674,0.00000,63.55377,0.00000,-42.72767,0.00000,-62.19891,0.00000,-73.98808,0.00000,-15.10114,1.00000,292240.45611,0.00000,-18.86763,0.00000,-12.28198,0.16667,154.70100,9.19821,177.11026,126.66843,22.31448,0.07515,22.48610,22.13648,0.17446,0.00258,0.17837,0.16963,0.03776,0.00016,0.03799,0.03745,0.02712,0.00046,0.02781,0.02630,0.03508,0.00027,0.03553,0.03468,0.07026,0.00068,0.07103,0.06884,10.50737,0.03802,10.55353,10.42449,0.02526,0.00047,0.02609,0.02433,0.24413,0.00100,0.24573,0.24265,0.07212,0.00048,0.07297,0.07131,0.15186,0.46336,1.37509,-1.01880,-20811.55415,507.05155,-19352.88086,-21903.20703,288297.45930,401847.78231,5436809.50000,89493.51562,329557.81598,421756.08905,5572600.00000,114141.39062,1106.71004,480.83933,3258.91235,407.71405,58995771.59000,23771755.54601,162276768.00000,16960678.00000,70759366.03000,30082867.61819,176312896.00000,19057870.00000,-1.05665,0.01697,-1.00915,-1.09996,0.45988,0.00967,0.48836,0.43381,0.42522,0.32666,2.00000,0.02561,-3.17859,0.40940,-2.60410,-6.15615,4.17520,0.44918,5.36783,3.12854,4.83472,0.43368,6.28088,3.75459,4.07227,0.52878,5.34722,2.58593,4.49373,0.33145,5.43268,3.69271,4.28001,0.36522,5.44486,3.41570,4.39129,0.56398,5.69969,2.64994,4.06510,0.58084,5.54675,2.82095,2.99268,0.52995,4.49359,1.99336,3.95107,0.41601,5.14581,3.04624,4.20162,0.41010,5.35396,3.28208,4.14577,0.17507,4.55867,3.69991,3.67013,0.11213,4.05664,3.36614,20.42196,5.01872,50.61657,15.10586,-6.34294,1.30704,-3.73699,-10.00537,-0.02819,0.05409,0.11986,-0.13137,1.41898,0.05385,2.03667,1.34597,4.67510,4.27235,62.60004,3.55944,-4.63861,4.02064,-3.56858,-58.11555
354,8.634674549102783,750000,32608.90422,459686.33955,39108.31682,0.01851,8.61219,0.00393,0.33333,47750.60467,0.00000,-70.67954,0.00000,-10.84012,0.00000,-27.29373,0.00000,-62.06763,0.00000,-80.67929,0.00000,25.70261,1.00000,278595.69850,0.00000,-17.04516,0.00000,-14.35813,0.13333,154.80961,8.28701,172.24417,120.12534,22.47448,0.06544,22.58177,22.28970,0.18282,0.00203,0.18595,0.17841,0.03969,0.00104,0.04146,0.03800,0.02841,0.00045,0.02928,0.02782,0.03577,0.00020,0.03640,0.03554,0.07071,0.00035,0.07113,0.06998,10.49449,0.02995,10.55016,10.45292,0.02414,0.00009,0.02432,0.02400,0.24815,0.00317,0.25208,0.24352,0.07158,0.00067,0.07285,0.07077,0.70709,0.59484,2.59212,-0.49902,-20841.96686,561.74607,-19157.09961,-22302.61523,249630.15781,360064.74230,5213284.50000,106795.76562,265347.03449,371141.75985,5368326.00000,123057.50000,1033.57637,1405.32892,19990.81445,266.14505,52391979.71000,18359269.57274,134397744.00000,21775530.00000,59032883.32000,22733304.66155,139017120.00000,25457516.00000,-1.03811,0.02162,-0.98119,-1.09052,0.47858,0.01723,0.50990,0.42366,0.46779,0.38657,2.00000,0.00470,-2.95496,0.19740,-2.51558,-3.82736,3.85881,0.53928,5.47329,2.57682,4.36600,1.43681,9.06738,1.25818,5.06495,0.44653,6.35744,4.06609,4.51588,0.53298,5.63420,3.43381,4.28584,0.57331,6.07899,3.05402,3.94877,0.71104,6.20226,2.53731,4.05745,0.65285,5.45861,2.36178,4.04799,0.51177,5.41214,2.69033,4.31946,0.53994,5.92675,2.94753,3.78012,0.56886,5.01653,2.32631,4.22453,0.27344,4.75501,3.69898,3.83539,0.20301,4.82407,3.38219,21.18287,4.24731,45.49702,16.57515,-6.52990,1.43523,-4.10652,-13.95166,-0.17022,0.08545,0.05578,-0.34399,1.43489,0.04938,1.73326,1.34162,4.85257,3.33839,44.30027,3.39729,-4.84493,2.72898,-3.43627,-33.72302
355,8.30586838722229,752000,37654.85000,345239.50400,32059.70846,0.03552,8.26648,0.00380,0.00000,102516.45251,0.00000,-72.12590,0.00000,-10.55259,0.00000,-47.22590,0.00000,-98.61527,0.00000,5.80440,0.00000,-27.83845,1.00000,274310.10964,0.00000,-17.63323,0.00000,-9.87519,0.10000,154.09501,8.72610,185.41203,130.68326,21.88005,0.17099,22.28387,21.54143,0.18184,0.00056,0.18262,0.18080,0.04242,0.00043,0.04292,0.04148,0.02945,0.00007,0.02954,0.02929,0.03723,0.00026,0.03755,0.03642,0.07072,0.00043,0.07139,0.07007,10.60994,0.06487,10.73477,10.53361,0.02482,0.00029,0.02527,0.02430,0.25503,0.00244,0.25901,0.25163,0.07266,0.00125,0.07568,0.07121,0.69236,0.66027,2.42768,-0.81359,-20847.22361,501.31411,-19539.25781,-22310.60352,252218.21418,137885.36133,1687061.87500,119985.42969,268322.61750,150481.72308,1799716.62500,113098.06250,1280.58398,2518.22210,35418.01562,286.51141,57834108.64000,23846109.26861,182804592.00000,19651930.00000,68126092.40000,26238694.11110,240659728.00000,26150044.00000,-1.02721,0.02474,-0.96620,-1.09151,0.46852,0.01815,0.54582,0.42515,0.42767,0.43880,2.00000,0.00609,-3.35868,1.45040,-2.57545,-20.00000,3.61552,0.57859,5.89736,2.32981,3.98189,0.66450,5.58277,2.45109,4.38438,0.72252,6.01213,2.89452,3.96412,0.38150,5.01970,3.11289,4.13570,0.76501,6.45712,2.81055,4.14014,0.55450,5.59017,2.71690,4.20348,0.59779,5.74087,2.73868,4.54002,0.38196,5.33733,3.50615,4.31870,0.47775,5.96804,3.17313,4.72865,0.68280,7.41482,3.42434,4.20126,0.26303,4.93478,3.58922,3.70323,0.11866,4.15937,3.40045,21.31480,6.87112,62.83247,15.31188,-6.45292,1.40727,-4.06902,-14.62535,-0.16147,0.07148,0.00080,-0.32371,1.45051,0.22415,4.55802,1.36618,5.89129,12.04756,164.07860,3.54167,-5.98100,14.74886,-3.60055,-207.29074
356,8.647676706314087,754000,35519.27245,487144.79810,41081.51147,0.00416,8.63941,0.00403,0.33333,70243.00682,0.00000,-78.17977,0.00000,-15.36843,0.00000,-57.93482,0.00000,-97.70529,0.00000,-81.79245,0.00000,153.40017,1.00000,283974.61948,0.00000,-19.48021,0.00000,1172.15896,0.13333,154.74417,8.95288,178.24333,133.04074,21.41766,0.07050,21.53538,21.27091,0.18296,0.00081,0.18408,0.18128,0.04353,0.00022,0.04378,0.04278,0.02965,0.00017,0.03001,0.02930,0.03721,0.00011,0.03756,0.03703,0.07182,0.00023,0.07222,0.07140,10.79818,0.04070,10.87844,10.73549,0.02576,0.00027,0.02637,0.02528,0.26300,0.00128,0.26422,0.25907,0.07910,0.00118,0.08093,0.07575,0.73833,1.00785,3.22925,-0.76217,-20905.53560,535.99039,-19412.35352,-22374.05273,250044.37711,150945.23447,2006459.37500,102098.96094,277712.18156,184918.74710,2233802.75000,111307.36719,1077.42001,759.29686,8950.67480,212.50262,57778285.84000,21128643.83888,128739696.00000,20936858.00000,66272107.91000,28793861.46537,174581936.00000,25112178.00000,-1.02700,0.03411,-0.97335,-1.12972,0.47034,0.03452,0.57285,0.42826,0.43267,0.41002,2.00000,0.01830,-3.50247,2.38896,-2.51486,-20.00000,3.89898,0.52854,5.51058,2.67714,3.92649,0.62618,5.48243,2.58983,4.29382,0.67750,5.84187,2.87385,4.29337,0.69694,6.40749,3.08110,4.17864,0.54348,5.51996,3.03541,4.12042,0.72295,6.14891,2.94229,4.04462,0.65967,6.20237,2.45787,4.55956,0.34283,5.80552,3.78144,4.13295,0.53761,5.70464,2.88230,4.87002,0.85309,8.12876,3.57243,4.23189,0.36082,5.10792,3.69463,3.81300,0.20797,4.45946,3.43614,23.97850,9.48017,92.70852,16.73666,-6.49626,1.34138,-3.72147,-12.23568,-0.17145,0.05965,-0.02164,-0.34404,1.49690,0.65612,10.66557,1.36228,8.34759,32.90283,457.19144,3.67958,-7.09168,27.69946,-3.39891,-391.41599
357,8.768195152282715,756000,35754.91182,558582.90744,37147.05021,0.04255,8.72160,0.00399,0.33333,61585.67830,0.00000,-82.04295,0.00000,101.46799,0.00000,-54.58320,0.00000,-72.97305,0.00000,-81.99603,0.00000,-16.61893,1.00000,294832.48726,0.00000,-27.39403,0.00000,1365.09285,0.13333,155.88108,9.25431,183.04114,134.72562,21.26492,0.04645,21.34089,21.16226,0.18185,0.00131,0.18385,0.18011,0.04392,0.00020,0.04429,0.04361,0.02975,0.00042,0.03023,0.02899,0.03701,0.00021,0.03757,0.03681,0.07141,0.00053,0.07207,0.07016,10.80604,0.00903,10.82513,10.78701,0.02728,0.00057,0.02818,0.02638,0.26792,0.00556,0.27778,0.26166,0.08272,0.00084,0.08404,0.08098,0.25061,0.54542,1.46282,-1.21026,-21016.06662,521.61663,-19696.53516,-22732.08594,306141.37516,456129.46461,6100687.50000,117175.25000,357087.59281,441603.04790,5596039.50000,123947.00000,1172.91730,598.13881,5792.70801,356.24396,59806699.26000,24637118.64893,170211296.00000,23111278.00000,77232974.85000,38597594.80612,243953696.00000,22970070.00000,-1.02759,0.02442,-0.97873,-1.07917,0.45866,0.01477,0.49593,0.43250,0.33391,0.28823,2.00000,0.01796,-3.07018,0.52790,-2.47011,-8.84480,4.01518,0.59929,6.20923,2.61412,4.21855,0.84579,6.11319,2.50906,4.14111,0.53471,5.43126,2.69339,3.58885,0.43302,4.98734,2.62302,3.77086,0.54458,4.76202,2.34094,3.61635,0.71555,6.24504,2.26404,4.05154,0.59023,5.50865,2.62798,4.85364,0.36783,5.76102,3.97426,4.64312,0.68571,6.25073,2.95879,4.46285,0.44572,5.62642,2.80253,4.13620,0.27696,4.69372,3.34175,3.75218,0.14494,4.15944,3.42226,22.90016,5.06458,50.75986,16.17532,-6.35930,1.24007,-4.31733,-10.34231,-0.09054,0.05533,0.08875,-0.22426,1.43864,0.16590,3.67601,1.30734,5.46608,10.94471,154.37976,3.54761,-5.11073,9.34733,-3.49393,-131.72778
358,8.656008005142212,758000,28691.41013,389451.24440,37801.82171,0.02848,8.62325,0.00422,0.00000,-45.53788,0.00000,-73.88126,0.00000,2523.09583,0.00000,-52.95007,0.00000,-97.49859,0.00000,-82.23259,0.00000,-21.48955,1.00000,284260.00315,0.00000,-13.83212,0.00000,518.42441,0.10000,155.66185,9.23108,177.56680,135.47046,21.68903,0.25099,22.06303,21.24458,0.18423,0.00060,0.18504,0.18247,0.04433,0.00015,0.04458,0.04411,0.02812,0.00049,0.02899,0.02721,0.03736,0.00034,0.03787,0.03683,0.06935,0.00057,0.07014,0.06797,10.84974,0.01797,10.87979,10.80884,0.02832,0.00007,0.02842,0.02818,0.27983,0.00101,0.28114,0.27786,0.08508,0.00071,0.08619,0.08405,-0.28861,0.55781,1.22980,-1.56585,-21047.06463,507.46817,-19741.43555,-22342.81836,289386.73012,410479.09328,5578230.50000,116950.89844,294958.35391,418458.12088,5657469.50000,122250.57812,1194.08087,572.76485,3304.20776,329.28668,57850423.88000,21928866.04406,164534208.00000,21770994.00000,63254790.89000,23257421.59287,154455152.00000,18378814.00000,-1.01488,0.02169,-0.96541,-1.07755,0.45278,0.01255,0.49115,0.43063,0.31253,0.16015,1.86973,0.05913,-2.96874,0.26193,-2.50985,-3.64070,4.36467,0.67800,6.23317,2.37119,3.85298,0.55603,4.97055,2.28002,3.94543,0.58520,5.34927,2.36134,3.31265,0.41532,4.35689,2.28600,4.28984,0.35655,5.14449,3.31221,3.59664,0.70672,5.57592,2.09166,3.95696,0.48438,5.81123,2.78395,4.07989,0.37348,4.90412,2.96123,4.08954,0.46100,5.31218,2.28121,4.29586,0.44927,5.41505,3.07153,3.97845,0.26240,4.60937,3.28975,3.69208,0.11642,4.01064,3.38652,20.96244,3.44098,37.79432,14.78934,-6.24788,1.24757,-4.28891,-12.15846,-0.09080,0.06534,0.03774,-0.23478,1.40527,0.04233,1.49343,1.29370,4.39656,0.58822,7.50414,3.66265,-4.17805,0.38709,-3.39180,-5.63681
359,8.407421588897705,760000,31671.26519,649097.94901,26098.84458,0.16267,8.24021,0.00446,0.33333,34292.35417,0.00000,-78.74546,0.00000,-8.78969,0.00000,-54.24999,0.00000,-99.83526,0.00000,-81.64143,0.00000,1023.72015,1.00000,280389.88994,0.00000,-16.01191,0.00000,1345.96135,0.13333,154.91247,9.23216,177.00078,129.71346,22.08464,0.04071,22.15790,21.99353,0.18073,0.00191,0.18296,0.17729,0.04328,0.00063,0.04428,0.04216,0.02622,0.00054,0.02720,0.02533,0.03732,0.00045,0.03790,0.03661,0.06660,0.00060,0.06795,0.06557,10.78555,0.03056,10.82452,10.71844,0.02840,0.00013,0.02856,0.02812,0.28110,0.00113,0.28301,0.27905,0.08619,0.00052,0.08779,0.08559,-0.78852,0.63348,1.10108,-2.76438,-21023.16516,493.77444,-19314.92188,-22228.09766,241671.20289,109447.42522,1224156.87500,94331.30469,281159.81812,145708.14663,1401910.50000,93764.39062,1122.84784,507.97675,3484.31738,303.67792,56069364.50000,23809572.02976,168281488.00000,20190028.00000,69400098.67500,32946965.60485,190883584.00000,16698511.00000,-1.00813,0.02190,-0.96375,-1.07881,0.43679,0.02225,0.50161,0.39106,0.31454,0.13076,0.77091,0.09754,-3.03875,0.30991,-2.41467,-4.02918,4.02077,0.65380,6.06735,2.49340,3.57389,0.57732,5.25422,2.27668,3.42503,0.63400,5.20074,1.54756,3.19637,0.48179,4.61090,2.12763,3.64949,0.40183,4.57588,2.53191,3.53766,0.52596,4.89164,2.40833,4.04079,0.58297,5.39803,2.29197,3.87342,0.39180,5.33268,3.00201,3.95411,0.64587,5.47357,2.35364,4.26485,0.62730,6.39633,2.93000,3.75364,0.27452,4.38348,3.08152,3.61856,0.11442,3.94191,3.35160,19.89195,2.19768,28.60068,15.62222,-6.46257,1.18346,-3.66142,-11.03118,-0.07003,0.06364,0.09313,-0.21579,1.37619,0.04213,1.49170,1.27901,4.24773,0.38118,5.95029,3.53522,-4.21052,0.40489,-3.41533,-6.09606
360,8.403872966766357,762000,42492.68617,445197.92088,39726.83507,0.02084,8.37874,0.00424,0.66667,151137.60225,0.00000,-76.39326,0.00000,2450.53981,0.00000,-52.90448,0.00000,-100.43790,0.00000,-79.61224,0.00000,-14.84964,1.00000,269324.55379,0.00000,-18.26770,0.00000,2356.63102,0.16667,154.59390,9.48925,183.30754,131.56421,21.59796,0.27564,22.09193,21.21320,0.17354,0.00212,0.17728,0.16938,0.04168,0.00028,0.04216,0.04088,0.02440,0.00051,0.02532,0.02368,0.03696,0.00042,0.03757,0.03650,0.06399,0.00083,0.06555,0.06244,10.94567,0.06984,11.04864,10.82615,0.02810,0.00020,0.02862,0.02792,0.27637,0.00237,0.27987,0.27268,0.08931,0.00086,0.09059,0.08781,-0.37183,0.62258,1.43836,-2.21960,-21079.82196,559.97467,-19799.16211,-22868.86914,280344.92719,226435.47366,2878539.75000,120956.64844,297282.18188,235585.88465,2773531.25000,105755.75000,1116.07082,523.84587,3457.01392,291.06561,62755164.47000,27035155.09358,192225920.00000,22413244.00000,69935924.30000,31281039.35122,179625376.00000,24424020.00000,-1.04976,0.01946,-1.00158,-1.09771,0.44513,0.01567,0.48282,0.41186,0.31551,0.12377,0.60433,-0.00595,-3.11603,0.33461,-2.46732,-3.92061,3.52252,0.51515,4.70877,2.11093,3.30840,0.48348,4.70034,2.08731,3.60973,0.69853,5.05685,1.83826,3.19033,0.40358,4.38330,2.06807,4.29608,0.66655,6.08648,3.00726,3.38983,0.51071,4.77558,2.20116,4.18483,0.51925,5.86459,3.04939,4.23931,0.47393,5.29880,3.11530,3.70960,0.43831,4.93219,2.61962,4.38480,0.44213,5.24133,3.22229,3.78354,0.23172,4.42668,3.26741,3.68356,0.14152,4.01978,3.30298,19.88358,2.60139,29.55023,15.54526,-6.35996,1.17326,-3.79489,-10.53423,-0.09448,0.05838,0.06666,-0.21023,1.35350,0.03215,1.43413,1.27203,4.24978,0.42636,5.96189,3.31359,-4.07692,0.32205,-3.45146,-4.98830
